datetime,time,open,high,low,close,volume
2026-06-02 14:06:00,1780409160,68667.5,68729.5,68656.5,68700.5,25321.0
2026-06-02 14:07:00,1780409220,68700.5,68707.0,68612.0,68612.0,12380.0
2026-06-02 14:08:00,1780409280,68610.0,68610.0,68496.5,68503.0,88772.0
2026-06-02 14:09:00,1780409340,68503.0,68519.0,68410.0,68414.5,86261.0
2026-06-02 14:10:00,1780409400,68414.5,68461.5,68275.0,68381.0,149292.0
2026-06-02 14:11:00,1780409460,68381.5,68558.5,68323.5,68465.5,77426.0
2026-06-02 14:12:00,1780409520,68465.5,68692.0,68442.5,68684.0,41670.0
2026-06-02 14:13:00,1780409580,68684.0,68684.0,68596.5,68611.5,27412.0
2026-06-02 14:14:00,1780409640,68610.5,68633.0,68562.5,68562.5,20368.0
2026-06-02 14:15:00,1780409700,68562.5,68570.0,68506.5,68509.5,20505.0
2026-06-02 14:16:00,1780409760,68508.0,68536.5,68434.0,68507.5,36205.0
2026-06-02 14:17:00,1780409820,68507.5,68507.5,68423.5,68466.0,18073.0
2026-06-02 14:18:00,1780409880,68466.0,68467.0,68292.5,68319.5,46687.0
2026-06-02 14:19:00,1780409940,68327.0,68389.5,68278.0,68316.0,44259.0
2026-06-02 14:20:00,1780410000,68316.5,68377.0,68256.0,68290.5,51899.0
2026-06-02 14:21:00,1780410060,68289.5,68290.5,68212.5,68227.0,52376.0
2026-06-02 14:22:00,1780410120,68227.0,68237.0,68083.5,68094.0,151044.0
2026-06-02 14:23:00,1780410180,68094.0,68183.0,67902.5,67999.0,161759.0
2026-06-02 14:24:00,1780410240,67999.0,68054.5,67956.5,67989.5,50980.0
2026-06-02 14:25:00,1780410300,67988.5,68096.5,67955.0,67957.5,50565.0
2026-06-02 14:26:00,1780410360,67958.5,67958.5,67843.0,67875.5,120130.0
2026-06-02 14:27:00,1780410420,67870.5,67870.5,67598.0,67722.0,230358.0
2026-06-02 14:28:00,1780410480,67731.0,67935.0,67707.5,67928.0,70843.0
2026-06-02 14:29:00,1780410540,67928.0,67957.0,67832.0,67870.5,45995.0
2026-06-02 14:30:00,1780410600,67865.0,68053.5,67839.0,67926.0,71251.0
2026-06-02 14:31:00,1780410660,67926.0,67986.5,67896.5,67958.0,24238.0
2026-06-02 14:32:00,1780410720,67958.0,68059.5,67877.0,68051.5,29459.0
2026-06-02 14:33:00,1780410780,68057.0,68127.0,68010.0,68097.5,53733.0
2026-06-02 14:34:00,1780410840,68097.5,68130.5,68043.5,68044.5,27524.0
2026-06-02 14:35:00,1780410900,68043.5,68158.0,68023.0,68155.5,39932.0
2026-06-02 14:36:00,1780410960,68154.5,68224.0,68107.0,68212.0,44153.0
2026-06-02 14:37:00,1780411020,68211.0,68257.5,68196.5,68203.0,36562.0
2026-06-02 14:38:00,1780411080,68207.5,68241.0,68191.0,68194.5,24379.0
2026-06-02 14:39:00,1780411140,68195.5,68201.5,68036.0,68056.0,46118.0
2026-06-02 14:40:00,1780411200,68056.0,68062.5,67959.5,67974.5,52502.0
2026-06-02 14:41:00,1780411260,67975.0,67975.0,67876.5,67932.0,48857.0
2026-06-02 14:42:00,1780411320,67931.0,67931.0,67870.5,67884.0,26730.0
2026-06-02 14:43:00,1780411380,67876.0,67957.0,67870.5,67920.5,18418.0
2026-06-02 14:44:00,1780411440,67920.5,68007.0,67920.5,68006.0,16524.0
2026-06-02 14:45:00,1780411500,68001.5,68168.0,67997.0,68127.5,64568.0
2026-06-02 14:46:00,1780411560,68127.0,68207.0,68109.5,68198.5,28161.0
2026-06-02 14:47:00,1780411620,68199.0,68225.0,68162.0,68164.5,18465.0
2026-06-02 14:48:00,1780411680,68164.0,68241.0,68123.5,68222.0,23422.0
2026-06-02 14:49:00,1780411740,68216.5,68241.0,68199.0,68220.5,17061.0
2026-06-02 14:50:00,1780411800,68219.5,68252.5,68176.0,68187.5,19976.0
2026-06-02 14:51:00,1780411860,68178.5,68257.0,68178.5,68251.5,17860.0
2026-06-02 14:52:00,1780411920,68250.0,68250.0,68201.0,68217.5,7508.0
2026-06-02 14:53:00,1780411980,68217.5,68236.5,68133.5,68140.5,20806.0
2026-06-02 14:54:00,1780412040,68133.0,68157.0,68057.5,68075.0,30567.0
2026-06-02 14:55:00,1780412100,68074.0,68132.0,68073.0,68079.5,16711.0
2026-06-02 14:56:00,1780412160,68079.5,68119.5,68063.5,68087.0,12541.0
2026-06-02 14:57:00,1780412220,68086.0,68101.0,68066.5,68086.5,7494.0
2026-06-02 14:58:00,1780412280,68081.0,68082.0,67980.5,68018.0,40700.0
2026-06-02 14:59:00,1780412340,68015.0,68015.0,67950.5,67997.0,33806.0
2026-06-02 15:00:00,1780412400,67997.0,68013.0,67959.5,67969.5,15920.0
2026-06-02 15:01:00,1780412460,67959.5,67973.5,67884.0,67896.0,36248.0
2026-06-02 15:02:00,1780412520,67896.0,67957.5,67854.0,67862.5,28676.0
