datetime,time,open,high,low,close,volume
2026-06-09 12:55:00,1781009700,662.19216387,664.07809784,657.97043638,662.85430608,
2026-06-09 12:56:00,1781009760,662.85430608,677.863094,661.18235482,673.51680213,
2026-06-09 12:57:00,1781009820,673.51680213,678.51029333,666.31235739,667.35595562,
2026-06-09 12:58:00,1781009880,667.35595562,678.58470131,667.17333146,677.38257385,
2026-06-09 12:59:00,1781009940,677.38257385,677.38257385,637.58773579,646.36046775,
2026-06-09 13:00:00,1781010000,646.36046775,648.48560624,611.59292206,646.23416155,
2026-06-09 13:01:00,1781010060,646.23416155,662.41736129,624.83670169,656.9553384,
2026-06-09 13:02:00,1781010120,656.9553384,660.837465,638.19587547,648.32475713,
2026-06-09 13:03:00,1781010180,648.32475713,665.13791857,645.59681742,646.69362146,
2026-06-09 13:04:00,1781010240,646.69362146,664.73669302,646.45116464,663.43925695,
2026-06-09 13:05:00,1781010300,663.43925695,663.68229895,625.75243378,626.1684883,
2026-06-09 13:06:00,1781010360,626.1684883,636.20960526,624.15379105,629.35387537,
2026-06-09 13:07:00,1781010420,629.35387537,648.66627178,629.35387537,639.76811599,
2026-06-09 13:08:00,1781010480,639.76811599,643.7866299,627.52398412,630.21108428,
2026-06-09 13:09:00,1781010540,630.21108428,642.83980907,629.09398299,631.17855598,
2026-06-09 13:10:00,1781010600,631.17855598,637.40209491,629.98450072,632.38205252,
2026-06-09 13:11:00,1781010660,632.38205252,640.88847374,630.64442286,639.2084338,
2026-06-09 13:12:00,1781010720,639.2084338,647.41509534,638.42853687,644.45488115,
2026-06-09 13:13:00,1781010780,644.45488115,670.92165037,642.83787956,669.63059117,
2026-06-09 13:14:00,1781010840,669.63059117,677.64302369,669.27531065,670.32356611,
2026-06-09 13:15:00,1781010900,670.32356611,684.80133682,664.96417686,682.32128441,
2026-06-09 13:16:00,1781010960,682.32128441,682.32128441,673.9251302,678.42858361,
2026-06-09 13:17:00,1781011020,678.42858361,691.00910138,672.30841539,690.6522223,
2026-06-09 13:18:00,1781011080,690.6522223,708.71447369,690.65021204,706.70552596,
2026-06-09 13:19:00,1781011140,706.70552596,757.37303992,705.62951114,735.94126565,
2026-06-09 13:20:00,1781011200,735.94126565,741.25325624,710.06042546,722.27342295,
2026-06-09 13:21:00,1781011260,722.27342295,740.74180673,717.27666347,739.52488448,
2026-06-09 13:22:00,1781011320,739.52488448,757.08148206,736.22576019,749.42325336,
2026-06-09 13:23:00,1781011380,749.42325336,768.84881929,747.4679854,761.28113889,
2026-06-09 13:24:00,1781011440,761.28113889,761.28113889,743.29551902,751.0273996,
2026-06-09 13:25:00,1781011500,751.0273996,769.66499417,749.67590025,765.45967208,
2026-06-09 13:26:00,1781011560,765.45967208,770.98451787,748.71168626,762.62762558,
2026-06-09 13:27:00,1781011620,762.62762558,764.49818919,732.93349709,749.74468317,
2026-06-09 13:28:00,1781011680,749.74468317,758.88046975,747.50030821,755.28652472,
2026-06-09 13:29:00,1781011740,755.28652472,755.3090025,738.49881072,744.36923643,
2026-06-09 13:30:00,1781011800,744.36923643,767.73473327,742.89849082,749.27348563,
2026-06-09 13:31:00,1781011860,749.27348563,751.27687491,700.5292113,705.17299643,
2026-06-09 13:32:00,1781011920,705.17299643,715.41251482,682.1773866,710.50811522,
2026-06-09 13:33:00,1781011980,710.50811522,761.60119198,703.02285992,760.31931066,
2026-06-09 13:34:00,1781012040,760.31931066,774.54586701,736.043918,764.23735669,
2026-06-09 13:35:00,1781012100,764.23735669,771.50120054,745.67299979,745.67299979,
2026-06-09 13:36:00,1781012160,745.67299979,806.1958139,743.60656412,799.18461011,
2026-06-09 13:37:00,1781012220,799.18461011,820.26061645,783.51121772,812.50598113,
2026-06-09 13:38:00,1781012280,812.50598113,817.40553841,771.44956028,779.85008919,
2026-06-09 13:39:00,1781012340,779.85008919,810.68615813,776.14515819,810.68615813,
2026-06-09 13:40:00,1781012400,810.68615813,822.26702386,771.73510881,781.99995945,
2026-06-09 13:41:00,1781012460,781.99995945,791.29477314,756.70149486,772.57002596,
2026-06-09 13:42:00,1781012520,772.57002596,774.10163807,715.60297736,723.74599194,
2026-06-09 13:43:00,1781012580,723.74599194,743.21609539,698.44532446,738.7989517,
2026-06-09 13:44:00,1781012640,738.7989517,738.91301646,706.1429609,711.25819264,
2026-06-09 13:45:00,1781012700,711.25819264,739.57877512,703.15504977,737.92317044,
2026-06-09 13:46:00,1781012760,737.92317044,743.72070748,718.73640643,726.01734352,
2026-06-09 13:47:00,1781012820,726.01734352,744.14090166,716.08666475,723.70449426,
2026-06-09 13:48:00,1781012880,723.70449426,723.70449426,693.48547703,694.57467335,
2026-06-09 13:49:00,1781012940,694.57467335,708.78795065,671.6939748,700.13723629,
2026-06-09 13:50:00,1781013000,700.13723629,738.20514831,699.7684405,732.92262938,
2026-06-09 13:51:00,1781013060,732.92262938,751.58093832,709.01376208,713.91675262,
2026-06-09 13:52:00,1781013120,713.91675262,713.91675262,670.26380447,685.14639379,
2026-06-09 13:53:00,1781013180,685.14639379,719.8847222,681.5643539,719.8847222,
2026-06-09 13:54:00,1781013240,719.8847222,769.80592061,719.8847222,765.35949063,
2026-06-09 13:55:00,1781013300,765.35949063,765.35949063,730.98972064,730.98972064,
