datetime,time,open,high,low,close,volume
2026-06-09 14:50:00,1781016600,1485.94610401,1500.76599382,1462.33406171,1493.63526304,
2026-06-09 14:51:00,1781016660,1493.63526304,1555.44846802,1493.63526304,1552.60801065,
2026-06-09 14:52:00,1781016720,1552.60801065,1596.99179647,1545.01564575,1557.89582994,
2026-06-09 14:53:00,1781016780,1557.89582994,1571.02182614,1525.5239426,1540.5683017,
2026-06-09 14:54:00,1781016840,1540.5683017,1600.30017856,1540.5683017,1574.40907329,
2026-06-09 14:55:00,1781016900,1574.40907329,1591.12694832,1567.07801362,1580.79049401,
2026-06-09 14:56:00,1781016960,1580.79049401,1633.38284046,1567.21421074,1568.63729564,
2026-06-09 14:57:00,1781017020,1568.63729564,1638.66620501,1568.15217261,1626.98527253,
2026-06-09 14:58:00,1781017080,1626.98527253,1657.85423788,1614.22875009,1650.12240403,
2026-06-09 14:59:00,1781017140,1650.12240403,1703.93713217,1648.4815443,1703.93713217,
2026-06-09 15:00:00,1781017200,1703.93713217,1711.07099316,1630.7679235,1646.99770193,
2026-06-09 15:01:00,1781017260,1646.99770193,1646.99770193,1603.66121392,1608.5121472,
2026-06-09 15:02:00,1781017320,1608.5121472,1611.47100041,1565.99166361,1599.44188395,
2026-06-09 15:03:00,1781017380,1599.44188395,1674.94155025,1595.81450871,1635.33670773,
2026-06-09 15:04:00,1781017440,1635.33670773,1652.12840722,1609.80268344,1627.25515493,
2026-06-09 15:05:00,1781017500,1627.25515493,1644.92734794,1595.90931136,1613.55576486,
2026-06-09 15:06:00,1781017560,1613.55576486,1681.03781613,1613.55350672,1660.90556324,
2026-06-09 15:07:00,1781017620,1660.90556324,1702.51339319,1634.02064848,1699.34309626,
2026-06-09 15:08:00,1781017680,1699.34309626,1727.66042408,1698.89674855,1721.9078359,
2026-06-09 15:09:00,1781017740,1721.9078359,1788.43670242,1721.26041305,1786.13428471,
2026-06-09 15:10:00,1781017800,1786.13428471,1787.80972579,1738.45010545,1763.4323539,
2026-06-09 15:11:00,1781017860,1763.4323539,1775.80443765,1731.50862237,1734.76258181,
2026-06-09 15:12:00,1781017920,1734.76258181,1738.51010057,1679.26454382,1692.6346763,
2026-06-09 15:13:00,1781017980,1692.6346763,1776.00244195,1691.99258095,1768.53035087,
2026-06-09 15:14:00,1781018040,1768.53035087,1795.08021872,1751.32187037,1756.68484069,
2026-06-09 15:15:00,1781018100,1756.68484069,1793.84887586,1743.00493938,1761.29099986,
2026-06-09 15:16:00,1781018160,1761.29099986,1774.41640978,1733.09943436,1733.09943436,
2026-06-09 15:17:00,1781018220,1733.09943436,1759.81090494,1705.54540021,1713.74612506,
2026-06-09 15:18:00,1781018280,1713.74612506,1753.32349543,1705.08205626,1705.31117027,
2026-06-09 15:19:00,1781018340,1705.31117027,1730.1764869,1692.67448209,1698.87663214,
2026-06-09 15:20:00,1781018400,1698.87663214,1750.36575374,1694.5794382,1733.2329751,
2026-06-09 15:21:00,1781018460,1733.2329751,1733.7491145,1701.92047352,1722.84921897,
2026-06-09 15:22:00,1781018520,1722.84921897,1722.84921897,1628.90444409,1629.12015559,
2026-06-09 15:23:00,1781018580,1629.12015559,1648.01649448,1584.06293518,1590.00296544,
2026-06-09 15:24:00,1781018640,1590.00296544,1639.6106827,1590.00074059,1610.98385977,
2026-06-09 15:25:00,1781018700,1610.98385977,1645.24740884,1601.58098268,1620.72683331,
2026-06-09 15:26:00,1781018760,1620.72683331,1638.89199653,1611.70089845,1617.98168684,
2026-06-09 15:27:00,1781018820,1617.98168684,1634.63034861,1561.10613069,1604.74764463,
2026-06-09 15:28:00,1781018880,1604.74764463,1604.74764463,1559.4259271,1569.83901338,
2026-06-09 15:29:00,1781018940,1569.83901338,1574.14807298,1526.05196985,1536.63116883,
2026-06-09 15:30:00,1781019000,1536.63116883,1601.85291687,1526.42744206,1585.76965128,
2026-06-09 15:31:00,1781019060,1585.76965128,1591.85771871,1519.80061738,1533.80040384,
2026-06-09 15:32:00,1781019120,1533.80040384,1579.17260695,1488.46922482,1491.80541364,
2026-06-09 15:33:00,1781019180,1491.80541364,1531.25777929,1477.81392051,1514.74628134,
2026-06-09 15:34:00,1781019240,1514.74628134,1577.00930935,1514.11012586,1568.2007525,
2026-06-09 15:35:00,1781019300,1568.2007525,1599.53748622,1536.36199812,1598.10504436,
2026-06-09 15:36:00,1781019360,1598.10504436,1598.10504436,1515.99492147,1544.29214563,
2026-06-09 15:37:00,1781019420,1544.29214563,1554.78994851,1513.67924838,1518.45774239,
2026-06-09 15:38:00,1781019480,1518.45774239,1521.35243807,1475.31441889,1491.04777306,
2026-06-09 15:39:00,1781019540,1491.04777306,1566.36527311,1486.98275549,1545.30098457,
2026-06-09 15:40:00,1781019600,1545.30098457,1597.7631993,1526.34130116,1526.34130116,
2026-06-09 15:41:00,1781019660,1526.34130116,1565.44592756,1525.86774921,1559.69866557,
2026-06-09 15:42:00,1781019720,1559.69866557,1604.60734431,1554.05740186,1604.04529685,
2026-06-09 15:43:00,1781019780,1604.04529685,1604.04529685,1558.69909963,1570.57126291,
2026-06-09 15:44:00,1781019840,1570.57126291,1573.15946585,1531.62996958,1543.60195117,
2026-06-09 15:45:00,1781019900,1543.60195117,1575.73002687,1498.98302444,1513.29115776,
2026-06-09 15:46:00,1781019960,1513.29115776,1534.47841538,1485.0234767,1506.22183437,
2026-06-09 15:47:00,1781020020,1506.22183437,1541.92631594,1492.82531602,1499.93335021,
2026-06-09 15:48:00,1781020080,1499.93335021,1526.36444769,1499.93335021,1522.85952274,
2026-06-09 15:49:00,1781020140,1522.85952274,1558.75144852,1519.7219343,1552.51418006,
2026-06-09 15:50:00,1781020200,1552.51418006,1552.57519635,1502.90973743,1518.97847509,
2026-06-09 15:51:00,1781020260,1518.97847509,1583.80444268,1505.2508632,1580.08998312,
2026-06-09 15:52:00,1781020320,1580.08998312,1599.31111346,1535.33688701,1537.57946172,
2026-06-09 15:53:00,1781020380,1537.57946172,1548.68427085,1507.41933744,1522.43271158,
2026-06-09 15:54:00,1781020440,1522.43271158,1523.87675086,1476.25425291,1477.4361109,
2026-06-09 15:55:00,1781020500,1477.4361109,1490.07008517,1424.69576862,1444.47764144,
2026-06-09 15:56:00,1781020560,1444.47764144,1499.10946029,1404.00063476,1407.0355604,
2026-06-09 15:57:00,1781020620,1407.0355604,1419.1833774,1383.22241098,1416.18728321,
2026-06-09 15:58:00,1781020680,1416.18728321,1446.78502496,1411.18428136,1446.20036224,
2026-06-09 15:59:00,1781020740,1446.20036224,1473.92222473,1444.79864759,1447.74375725,
2026-06-09 16:00:00,1781020800,1447.74375725,1497.64831791,1438.59783813,1492.59125324,
2026-06-09 16:01:00,1781020860,1492.59125324,1498.39188577,1454.7106188,1472.69442542,
2026-06-09 16:02:00,1781020920,1472.69442542,1487.23706495,1427.62506015,1437.01560513,
2026-06-09 16:03:00,1781020980,1437.01560513,1452.27378571,1417.84173649,1419.80507377,
2026-06-09 16:04:00,1781021040,1419.80507377,1430.31144167,1392.64924857,1393.26185996,
2026-06-09 16:05:00,1781021100,1393.26185996,1404.70215032,1364.80323638,1374.92843587,
2026-06-09 16:06:00,1781021160,1374.92843587,1397.85387708,1350.8802881,1382.75875748,
2026-06-09 16:07:00,1781021220,1382.75875748,1421.5568775,1377.85305089,1390.0601584,
2026-06-09 16:08:00,1781021280,1390.0601584,1394.62846063,1356.56341444,1360.94161023,
2026-06-09 16:09:00,1781021340,1360.94161023,1423.26437206,1360.92899377,1403.77612072,
2026-06-09 16:10:00,1781021400,1403.77612072,1427.75544638,1370.9172434,1389.93500818,
2026-06-09 16:11:00,1781021460,1389.93500818,1469.22046054,1383.49908606,1469.22046054,
2026-06-09 16:12:00,1781021520,1469.22046054,1482.38265709,1445.30886692,1445.47696841,
2026-06-09 16:13:00,1781021580,1445.47696841,1466.13878597,1428.06600237,1460.66349241,
2026-06-09 16:14:00,1781021640,1460.66349241,1460.77614849,1402.91659854,1408.36502625,
2026-06-09 16:15:00,1781021700,1408.36502625,1426.41370539,1386.48484473,1387.48885925,
