datetime,time,open,high,low,close,volume
2026-06-09 12:00:00,1781006400,929.16561876,931.77747433,924.4535225,929.6927471,
2026-06-09 12:01:00,1781006460,929.6927471,932.06472486,883.65655301,886.38740872,
2026-06-09 12:02:00,1781006520,886.38740872,904.12912053,882.27663388,885.47614883,
2026-06-09 12:03:00,1781006580,885.47614883,888.84440676,850.52464867,853.66605384,
2026-06-09 12:04:00,1781006640,853.66605384,872.16463107,853.66402692,868.02397653,
2026-06-09 12:05:00,1781006700,868.02397653,893.73474411,867.59266652,880.33771704,
2026-06-09 12:06:00,1781006760,880.33771704,880.76508604,844.47765804,848.31975362,
2026-06-09 12:07:00,1781006820,848.31975362,851.50315481,831.73214052,844.58214741,
2026-06-09 12:08:00,1781006880,844.58214741,856.23577637,834.69807331,853.95143952,
2026-06-09 12:09:00,1781006940,853.95143952,871.06595859,848.21156474,867.79839767,
2026-06-09 12:10:00,1781007000,867.79839767,877.42817214,863.37134667,866.7525715,
2026-06-09 12:11:00,1781007060,866.7525715,870.73652908,864.38439368,868.57550405,
2026-06-09 12:12:00,1781007120,868.57550405,894.66691552,867.71880138,890.55267187,
2026-06-09 12:13:00,1781007180,890.55267187,902.77776028,890.55063958,900.58096747,
2026-06-09 12:14:00,1781007240,900.58096747,900.58096747,852.58749975,853.52254644,
2026-06-09 12:15:00,1781007300,853.52254644,869.05423304,848.34518345,860.11693096,
2026-06-09 12:16:00,1781007360,860.11693096,887.33847961,860.11490734,887.33847961,
2026-06-09 12:17:00,1781007420,887.33847961,895.29748429,873.3649579,873.62636113,
2026-06-09 12:18:00,1781007480,873.62636113,883.81911509,866.63243594,874.43207989,
2026-06-09 12:19:00,1781007540,874.43207989,882.07041655,865.86451609,875.92803927,
2026-06-09 12:20:00,1781007600,875.92803927,884.44863081,873.47697499,882.18671387,
2026-06-09 12:21:00,1781007660,882.18671387,898.3628118,880.75522056,896.39642825,
2026-06-09 12:22:00,1781007720,896.39642825,905.68479001,886.21665616,894.16308986,
2026-06-09 12:23:00,1781007780,894.16308986,928.46491045,893.63258248,926.79135483,
2026-06-09 12:24:00,1781007840,926.79135483,927.73980419,888.75409524,889.37498347,
2026-06-09 12:25:00,1781007900,889.37498347,905.11426412,888.7961917,892.80018637,
2026-06-09 12:26:00,1781007960,892.80018637,895.26941153,884.50362432,887.1280268,
2026-06-09 12:27:00,1781008020,887.1280268,923.5266883,887.1280268,919.48428022,
2026-06-09 12:28:00,1781008080,919.48428022,936.05764725,912.03316097,925.36031571,
2026-06-09 12:29:00,1781008140,925.36031571,932.95860057,922.68081327,927.97610045,
2026-06-09 12:30:00,1781008200,927.97610045,940.98386117,927.97610045,939.68871226,
2026-06-09 12:31:00,1781008260,939.68871226,944.43885254,918.38542169,919.64735184,
2026-06-09 12:32:00,1781008320,919.64735184,937.51030374,915.45440504,927.71607663,
2026-06-09 12:33:00,1781008380,927.71607663,951.20297752,927.71607663,950.92629253,
2026-06-09 12:34:00,1781008440,950.92629253,968.28902901,950.92629253,959.60232332,
2026-06-09 12:35:00,1781008500,959.60232332,981.36712584,956.54085817,958.04586059,
2026-06-09 12:36:00,1781008560,958.04586059,958.04586059,919.74175152,930.86611398,
2026-06-09 12:37:00,1781008620,930.86611398,960.76238436,924.50308786,956.84799994,
2026-06-09 12:38:00,1781008680,956.84799994,970.60062253,949.03256436,958.53789311,
2026-06-09 12:39:00,1781008740,958.53789311,961.84640183,943.85727855,949.82724994,
2026-06-09 12:40:00,1781008800,949.82724994,956.71783049,941.38648211,950.60972419,
2026-06-09 12:41:00,1781008860,950.60972419,970.03305184,944.0756762,960.61682732,
2026-06-09 12:42:00,1781008920,960.61682732,965.87222184,955.49848456,965.16565322,
2026-06-09 12:43:00,1781008980,965.16565322,988.24534511,960.29613987,987.2910102,
2026-06-09 12:44:00,1781009040,987.2910102,991.44750886,982.06633773,988.6913414,
2026-06-09 12:45:00,1781009100,988.6913414,1030.43909425,988.6913414,1023.78611343,
2026-06-09 12:46:00,1781009160,1023.78611343,1028.84820039,974.70529565,984.81546374,
2026-06-09 12:47:00,1781009220,984.81546374,993.64947656,969.95342638,982.73282311,
2026-06-09 12:48:00,1781009280,982.73282311,982.81591377,953.01600982,959.04653132,
2026-06-09 12:49:00,1781009340,959.04653132,977.17906209,956.00109633,961.60329675,
2026-06-09 12:50:00,1781009400,961.60329675,966.39902224,949.21525035,949.62626832,
2026-06-09 12:51:00,1781009460,949.62626832,960.13118629,940.4334417,950.26899359,
2026-06-09 12:52:00,1781009520,950.26899359,962.93417982,950.26899359,961.08459733,
2026-06-09 12:53:00,1781009580,961.08459733,970.56582082,954.55250657,957.06574297,
2026-06-09 12:54:00,1781009640,957.06574297,962.62742772,943.22349292,953.613712,
2026-06-09 12:55:00,1781009700,953.613712,953.75828959,943.87748595,947.97243316,
2026-06-09 12:56:00,1781009760,947.97243316,965.56048437,944.30896634,959.27977036,
2026-06-09 12:57:00,1781009820,959.27977036,966.29671062,950.41850784,952.49923191,
2026-06-09 12:58:00,1781009880,952.49923191,966.18838235,951.99755765,964.07455364,
2026-06-09 12:59:00,1781009940,964.07455364,964.07455364,910.45778653,920.87400965,
2026-06-09 13:00:00,1781010000,920.87400965,925.14315882,875.89359685,922.6486327,
2026-06-09 13:01:00,1781010060,922.6486327,942.40257042,894.34036962,935.80764656,
2026-06-09 13:02:00,1781010120,935.80764656,940.44392805,911.08976467,926.6076728,
2026-06-09 13:03:00,1781010180,926.6076728,948.89788536,923.11251789,924.65356747,
2026-06-09 13:04:00,1781010240,924.65356747,948.30958705,924.33287083,946.53660141,
2026-06-09 13:05:00,1781010300,946.53660141,946.85838777,897.07305491,897.88075155,
2026-06-09 13:06:00,1781010360,897.88075155,911.54052379,895.20162045,902.00235065,
2026-06-09 13:07:00,1781010420,902.00235065,929.23138792,902.00235065,918.07325333,
2026-06-09 13:08:00,1781010480,918.07325333,923.48462115,902.14016863,905.10272217,
2026-06-09 13:09:00,1781010540,905.10272217,922.48983946,903.61887833,907.49155849,
2026-06-09 13:10:00,1781010600,907.49155849,915.57119175,905.60767651,908.58037708,
2026-06-09 13:11:00,1781010660,908.58037708,920.61739728,906.36792067,918.5024038,
2026-06-09 13:12:00,1781010720,918.5024038,929.70844927,917.50178543,926.03715838,
2026-06-09 13:13:00,1781010780,926.03715838,961.45142538,923.9825557,959.10680314,
2026-06-09 13:14:00,1781010840,959.10680314,970.523567,959.05810058,961.26230842,
2026-06-09 13:15:00,1781010900,961.26230842,979.52171297,953.68289343,975.96927051,
2026-06-09 13:16:00,1781010960,975.96927051,975.96927051,964.81485746,970.71830343,
2026-06-09 13:17:00,1781011020,970.71830343,987.19794956,962.563564,986.43337532,
2026-06-09 13:18:00,1781011080,986.43337532,1010.40207937,986.43134303,1008.64724479,
2026-06-09 13:19:00,1781011140,1008.64724479,1077.03937595,1007.39272426,1048.39629619,
2026-06-09 13:20:00,1781011200,1048.39629619,1055.38410526,1015.209953,1034.68082948,
2026-06-09 13:21:00,1781011260,1034.68082948,1058.07459032,1028.28936043,1056.21958105,
2026-06-09 13:22:00,1781011320,1056.21958105,1078.72042015,1051.79741226,1068.93024957,
2026-06-09 13:23:00,1781011380,1068.93024957,1094.56631195,1067.17353641,1084.7341067,
2026-06-09 13:24:00,1781011440,1084.7341067,1084.7341067,1061.68258045,1072.5497274,
2026-06-09 13:25:00,1781011500,1072.5497274,1095.15045822,1070.17778439,1089.34502569,
2026-06-09 13:26:00,1781011560,1089.34502569,1096.39142412,1068.64310172,1085.07260467,
2026-06-09 13:27:00,1781011620,1085.07260467,1087.86573775,1045.97635056,1068.11113606,
2026-06-09 13:28:00,1781011680,1068.11113606,1081.626116,1065.24089457,1077.7484755,
2026-06-09 13:29:00,1781011740,1077.7484755,1077.7484755,1055.04487418,1064.53010956,
2026-06-09 13:30:00,1781011800,1064.53010956,1095.18893534,1063.29940343,1070.68000183,
2026-06-09 13:31:00,1781011860,1070.68000183,1073.14393473,1008.53112165,1015.99712567,
2026-06-09 13:32:00,1781011920,1015.99712567,1026.91433713,983.02159601,1019.98490481,
2026-06-09 13:33:00,1781011980,1019.98490481,1085.56392692,1010.15352587,1084.09518075,
2026-06-09 13:34:00,1781012040,1084.09518075,1101.99779756,1052.40961424,1089.8665395,
2026-06-09 13:35:00,1781012100,1089.8665395,1099.50757261,1065.25975204,1065.25975204,
2026-06-09 13:36:00,1781012160,1065.25975204,1144.48078574,1062.55661898,1133.7150759,
2026-06-09 13:37:00,1781012220,1133.7150759,1161.10787472,1113.00730494,1150.573268,
2026-06-09 13:38:00,1781012280,1150.573268,1156.99351767,1096.90734941,1107.88357335,
2026-06-09 13:39:00,1781012340,1107.88357335,1147.03614898,1102.90830922,1147.03614898,
2026-06-09 13:40:00,1781012400,1147.03614898,1161.42485736,1095.30452273,1109.58764766,
2026-06-09 13:41:00,1781012460,1109.58764766,1122.91473527,1077.65735939,1098.115066,
2026-06-09 13:42:00,1781012520,1098.115066,1100.1517002,1024.47145509,1035.25461797,
2026-06-09 13:43:00,1781012580,1035.25461797,1060.43424651,1002.778813,1054.65358745,
2026-06-09 13:44:00,1781012640,1054.65358745,1054.85236664,1012.1352206,1017.92174692,
2026-06-09 13:45:00,1781012700,1017.92174692,1055.92520446,1008.94889349,1052.68479631,
2026-06-09 13:46:00,1781012760,1052.68479631,1059.71875579,1026.92743404,1037.63047222,
2026-06-09 13:47:00,1781012820,1037.63047222,1060.53240817,1023.76300418,1033.8516281,
2026-06-09 13:48:00,1781012880,1033.8516281,1033.8516281,994.44944284,995.83735182,
2026-06-09 13:49:00,1781012940,995.83735182,1015.38466043,965.86428902,1004.09787761,
2026-06-09 13:50:00,1781013000,1004.09787761,1059.7684565,1002.79222904,1059.7684565,
2026-06-09 13:51:00,1781013060,1059.7684565,1068.46302024,1010.79827203,1017.90934298,
2026-06-09 13:52:00,1781013120,1017.90934298,1017.90934298,961.02090631,982.25863404,
2026-06-09 13:53:00,1781013180,982.25863404,1026.01902204,977.56029789,1026.01902204,
2026-06-09 13:54:00,1781013240,1026.01902204,1089.76038944,1026.01902204,1083.75370713,
2026-06-09 13:55:00,1781013300,1083.75370713,1083.75370713,1041.72910234,1042.12446876,
2026-06-09 13:56:00,1781013360,1042.12446876,1062.54016325,1027.89774481,1050.32941483,
2026-06-09 13:57:00,1781013420,1050.32941483,1069.31788404,1045.00706553,1051.21803977,
2026-06-09 13:58:00,1781013480,1051.21803977,1051.67745632,1025.05972761,1045.67285136,
